database_id,target_id,comparator_id,analysis_id,preference_score,target_density,comparator_density
TMU_CRD,239,237,1,0,0.022033804134739494,2.564492818087118
TMU_CRD,239,237,1,0.010101010101010102,0.033876466429537004,2.805696970345494
TMU_CRD,239,237,1,0.020202020202020204,0.04874433970179204,2.9870664441978616
TMU_CRD,239,237,1,0.030303030303030304,0.06627163036627705,3.105227227061905
TMU_CRD,239,237,1,0.04040404040404041,0.08604298983215251,3.1628235369781885
TMU_CRD,239,237,1,0.05050505050505051,0.1077741121938464,3.166261383321234
TMU_CRD,239,237,1,0.06060606060606061,0.13124862538584506,3.1254640736486756
TMU_CRD,239,237,1,0.07070707070707072,0.1559933057676002,3.0494330260633635
TMU_CRD,239,237,1,0.08080808080808081,0.18093728128405803,2.9453912527313175
TMU_CRD,239,237,1,0.09090909090909091,0.20440343211013554,2.818372423637381
TMU_CRD,239,237,1,0.10101010101010102,0.2246338307323604,2.6727661080493887
TMU_CRD,239,237,1,0.11111111111111112,0.24046061464684446,2.5123589661804955
TMU_CRD,239,237,1,0.12121212121212122,0.2517005839843756,2.3415918394161146
TMU_CRD,239,237,1,0.13131313131313133,0.25900086064544153,2.1661151776290573
TMU_CRD,239,237,1,0.14141414141414144,0.2633027473744727,1.992788448728045
TMU_CRD,239,237,1,0.15151515151515152,0.26535227384809434,1.8285540641547384
TMU_CRD,239,237,1,0.16161616161616163,0.26556293046332496,1.6796522316838465
TMU_CRD,239,237,1,0.17171717171717174,0.2642520005843422,1.5511053997749915
TMU_CRD,239,237,1,0.18181818181818182,0.2618619261170853,1.4448148480544556
TMU_CRD,239,237,1,0.19191919191919193,0.25894738422310254,1.3604471184105151
TMU_CRD,239,237,1,0.20202020202020204,0.2558579186998819,1.2954070277404575
TMU_CRD,239,237,1,0.21212121212121213,0.25236291073907396,1.2454966743802804
TMU_CRD,239,237,1,0.22222222222222224,0.24758103417981678,1.2050760650010512
TMU_CRD,239,237,1,0.23232323232323235,0.2403823920655656,1.1687582284254272
TMU_CRD,239,237,1,0.24242424242424243,0.2300781348904495,1.1317729782493093
TMU_CRD,239,237,1,0.25252525252525254,0.21705664655771426,1.0904154161187498
TMU_CRD,239,237,1,0.26262626262626265,0.2028168995291796,1.0426712769208868
TMU_CRD,239,237,1,0.27272727272727276,0.1896018045529179,0.9880712760358061
TMU_CRD,239,237,1,0.2828282828282829,0.1797569284491362,0.927539468097679
TMU_CRD,239,237,1,0.29292929292929293,0.17507811958212163,0.8631209825856265
TMU_CRD,239,237,1,0.30303030303030304,0.17631097119912192,0.7976147419274611
TMU_CRD,239,237,1,0.31313131313131315,0.18293113030670524,0.7338793285803709
TMU_CRD,239,237,1,0.32323232323232326,0.1932137955703428,0.6745149018752971
TMU_CRD,239,237,1,0.33333333333333337,0.20479786885451598,0.6215560795638831
TMU_CRD,239,237,1,0.3434343434343435,0.2154414167086203,0.5760151931051176
TMU_CRD,239,237,1,0.3535353535353536,0.2236261609617818,0.5381221470586195
TMU_CRD,239,237,1,0.36363636363636365,0.22882636337295795,0.5074357714931833
TMU_CRD,239,237,1,0.37373737373737376,0.2313948218955592,0.483043066490103
TMU_CRD,239,237,1,0.38383838383838387,0.23225911139672992,0.46376451583352746
TMU_CRD,239,237,1,0.393939393939394,0.23267599763663677,0.4486490794700317
TMU_CRD,239,237,1,0.4040404040404041,0.23413291247000048,0.43708916365946127
TMU_CRD,239,237,1,0.4141414141414142,0.23827671579394769,0.4288705654734289
TMU_CRD,239,237,1,0.42424242424242425,0.24677153376048655,0.42407304558254616
TMU_CRD,239,237,1,0.43434343434343436,0.26099311663085895,0.42299906419841177
TMU_CRD,239,237,1,0.4444444444444445,0.2817106521294703,0.42597327776721544
TMU_CRD,239,237,1,0.4545454545454546,0.3089627454308547,0.43311316445864834
TMU_CRD,239,237,1,0.4646464646464647,0.3422202119073076,0.4441682698129045
TMU_CRD,239,237,1,0.4747474747474748,0.38065108237256395,0.4586102350602465
TMU_CRD,239,237,1,0.48484848484848486,0.4232387390160275,0.47566384743722534
TMU_CRD,239,237,1,0.494949494949495,0.46872150482815184,0.49436570168089966
TMU_CRD,239,237,1,0.5050505050505051,0.5152816069769611,0.513735739755668
TMU_CRD,239,237,1,0.5151515151515152,0.5604665882603866,0.5329066924517336
TMU_CRD,239,237,1,0.5252525252525253,0.6015811688183893,0.5511378841815708
TMU_CRD,239,237,1,0.5353535353535354,0.63647058918032,0.5678383740364942
TMU_CRD,239,237,1,0.5454545454545455,0.6642209341015194,0.5825559494761289
TMU_CRD,239,237,1,0.5555555555555556,0.6854645106075224,0.5948912965839939
TMU_CRD,239,237,1,0.5656565656565657,0.7017823241584723,0.6044268002776171
TMU_CRD,239,237,1,0.5757575757575758,0.714799463060926,0.6107664142499887
TMU_CRD,239,237,1,0.5858585858585859,0.7255097264665784,0.6135298791509557
TMU_CRD,239,237,1,0.595959595959596,0.73414430182152135,0.6123436273434335
TMU_CRD,239,237,1,0.6060606060606061,0.7405764533579836,0.6068681572078718
TMU_CRD,239,237,1,0.6161616161616162,0.7449542605068676,0.5970019088406749
TMU_CRD,239,237,1,0.6262626262626263,0.7482635792439375,0.5828928983352581
TMU_CRD,239,237,1,0.6363636363636365,0.7526748562349539,0.5649498685182335
TMU_CRD,239,237,1,0.6464646464646465,0.7615400117767571,0.5438559681985663
TMU_CRD,239,237,1,0.6565656565656566,0.7790626099399611,0.5206425302236688
TMU_CRD,239,237,1,0.6666666666666667,0.8094482072917837,0.49649112104284093
TMU_CRD,239,237,1,0.6767676767676768,0.85568130064051,0.4726236865103635
TMU_CRD,239,237,1,0.686868686868687,0.918492505163726,0.45022740209622747
TMU_CRD,239,237,1,0.696969696969697,0.9962879649277353,0.43027221663951465
TMU_CRD,239,237,1,0.7070707070707072,1.0861289506987264,0.41344086679539277
TMU_CRD,239,237,1,0.7171717171717172,1.1855543763155132,0.40011862790773545
TMU_CRD,239,237,1,0.7272727272727273,1.294117966007758,0.390434638948597
TMU_CRD,239,237,1,0.7373737373737375,1.413778809195797,0.3841229758563315
TMU_CRD,239,237,1,0.7474747474747475,1.5484313141793111,0.3806908234204412
TMU_CRD,239,237,1,0.7575757575757577,1.7028458983783734,0.37943024531280245
TMU_CRD,239,237,1,0.7676767676767677,1.8811046738755972,0.3794385963125024
TMU_CRD,239,237,1,0.7777777777777778,2.084602948336954,0.37960933615720194
TMU_CRD,239,237,1,0.787878787878788,2.309164753197871,0.37878008409006236
TMU_CRD,239,237,1,0.797979797979798,2.544081039554153,0.3757906947139181
TMU_CRD,239,237,1,0.8080808080808082,2.772629455456714,0.36952507018950936
TMU_CRD,239,237,1,0.8181818181818182,2.9746674262366795,0.3592258719564768
TMU_CRD,239,237,1,0.8282828282828284,3.1301601878875545,0.34446461273933787
TMU_CRD,239,237,1,0.8383838383838385,3.222287652182912,0.3252284659144875
TMU_CRD,239,237,1,0.8484848484848485,3.2395845003269454,0.30187007315564446
TMU_CRD,239,237,1,0.8585858585858587,3.177966971540464,0.2752664623868284
TMU_CRD,239,237,1,0.8686868686868687,3.0439007491908114,0.24645862819100756
TMU_CRD,239,237,1,0.8787878787878789,2.8543070518319382,0.2165988480968543
TMU_CRD,239,237,1,0.888888888888889,2.6358077337899584,0.18684133903091088
TMU_CRD,239,237,1,0.8989898989898991,2.4204241300950238,0.15819776083333537
TMU_CRD,239,237,1,0.9090909090909092,2.239500519765519,0.1314598805125317
TMU_CRD,239,237,1,0.9191919191919192,2.118166230972063,0.10719695709558985
TMU_CRD,239,237,1,0.9292929292929294,2.0718351126065047,0.08578877823004692
TMU_CRD,239,237,1,0.9393939393939394,2.10193988843099,0.06732225969450761
TMU_CRD,239,237,1,0.9494949494949496,2.1924554662098266,0.05176273032277383
TMU_CRD,239,237,1,0.9595959595959597,2.307404060060384,0.03896182437914828
TMU_CRD,239,237,1,0.9696969696969697,2.3933994583081675,0.028701148146510504
TMU_CRD,239,237,1,0.9797979797979799,2.392329383867681,0.02064491871289914
TMU_CRD,239,237,1,0.98989898989899,2.2620109571927203,0.014476301294730175
TMU_CRD,239,237,1,1,1.9952141863755322,0.009882641620488825
