database_id,database_name,description,vocabulary_version,min_obs_period_date,max_obs_period_date,study_package_version,is_meta_analysis
TMU_CRD,TMU CRD,TMU CRD,v5.0 08-OCT-20,2001-02-13,2020-12-31,0.0.1,0
