"target_id","comparator_id","outcome_id","analysis_id","log_hazard_ratio","log_likelihood"
239,237,292,1,-0.511685576220899,-0.273657657266135
239,237,292,1,-0.383764182165674,-0.0853974545203435
239,237,292,1,-0.255842788110449,-0.0035596647186118
239,237,292,1,-0.223143551314209,0
239,237,292,1,-0.103396966458044,-0.0479816936396809
239,237,292,1,0.0163496183981205,-0.192437895863307
239,237,292,1,0.136096203254285,-0.433619772821874
239,237,292,1,0.25584278811045,-0.771088029049956
239,237,292,1,0.383764182165675,-1.23669000101735
239,237,292,1,0.511685576220899,-1.80871438592884
239,237,292,1,0.639606970276124,-2.48421192154925
239,237,292,1,0.767528364331349,-3.2595481833313
239,237,292,1,0.895449758386574,-4.13050764150873
239,237,292,1,1.0233711524418,-5.0924071206536
239,237,292,1,1.15129254649702,-6.14021272435296
239,237,292,1,1.27921394055225,-7.26865479734559
239,237,292,1,1.40713533460747,-8.47233635826196
239,237,292,1,1.5350567286627,-9.7458315038967
239,237,292,1,1.66297812271792,-11.0837714204685
239,237,292,1,1.79089951677315,-12.4809167209936
239,237,292,1,2.0467423048836,-15.4328494694077
239,237,292,1,2.30258509299405,-18.5641886814998
239,237,19003296,1,-2.30258509299405,-5.58913960941823
239,237,19003296,1,-2.0467423048836,-4.42031386349275
239,237,19003296,1,-1.79089951677315,-3.34451369132626
239,237,19003296,1,-1.5350567286627,-2.38115297984277
239,237,19003296,1,-1.27921394055225,-1.55152260716073
239,237,19003296,1,-1.0233711524418,-0.877929509220495
239,237,19003296,1,-0.767528364331348,-0.382389831694207
239,237,19003296,1,-0.527605218391564,-0.0973370577385406
239,237,19003296,1,-0.287682072451781,0
239,237,19003296,1,-0.255842788110449,-0.00174040571879885
239,237,19003296,1,2.22044604925031e-16,-0.14334706203263
239,237,19003296,1,0.127921394055225,-0.29988574732989
239,237,19003296,1,0.25584278811045,-0.513425981939699
239,237,19003296,1,0.383764182165675,-0.783276203120256
239,237,19003296,1,0.511685576220899,-1.10830841619773
239,237,19003296,1,0.639606970276124,-1.48699337408726
239,237,19003296,1,0.767528364331349,-1.9174465603569
239,237,19003296,1,1.0233711524418,-2.9246718141041
239,237,19003296,1,1.27921394055225,-4.10995048826523
239,237,19003296,1,1.5350567286627,-5.45126643716815
239,237,19003296,1,1.79089951677315,-6.92631272487257
239,237,19003296,1,2.0467423048836,-8.51379847325995
239,237,19003296,1,2.30258509299405,-10.1943097954063
239,237,19010564,1,-2.30258509299405,-2.21382218296561
239,237,19010564,1,-1.79089951677315,-1.42630461316194
239,237,19010564,1,-1.27921394055225,-0.767825567337241
239,237,19010564,1,-0.767528364331348,-0.287591752569405
239,237,19010564,1,-0.511685576220899,-0.129507365126913
239,237,19010564,1,-0.255842788110449,-0.0326388947990321
239,237,19010564,1,0,0
239,237,19010564,1,0.25584278811045,-0.032638894799033
239,237,19010564,1,0.511685576220899,-0.129507365126914
239,237,19010564,1,0.767528364331349,-0.287591752569405
239,237,19010564,1,1.27921394055225,-0.767825567337243
239,237,19010564,1,1.79089951677315,-1.42630461316194
239,237,19010564,1,2.30258509299405,-2.21382218296561
