database_id,target_id,comparator_id,analysis_id,preference_score,target_density,comparator_density
TMU_CRD,239,237,1,0,0.021545715963387446,2.5229491139825098
TMU_CRD,239,237,1,0.010101010101010102,0.03326317713752338,2.761103343652545
TMU_CRD,239,237,1,0.020202020202020204,0.048092229426723615,2.9426504180981765
TMU_CRD,239,237,1,0.030303030303030304,0.06570431890603046,3.0629290934561353
TMU_CRD,239,237,1,0.04040404040404041,0.08566771559177405,3.1244403311915963
TMU_CRD,239,237,1,0.05050505050505051,0.10762417646135301,3.133993625390939
TMU_CRD,239,237,1,0.06060606060606061,0.13126496813503322,3.099923404228704
TMU_CRD,239,237,1,0.07070707070707072,0.15606676081528406,3.0300513077339737
TMU_CRD,239,237,1,0.08080808080808081,0.18097227905467808,2.9318921924432426
TMU_CRD,239,237,1,0.09090909090909091,0.2043780768246964,2.8106486438186256
TMU_CRD,239,237,1,0.10101010101010102,0.22456181943992787,2.6702127654581105
TMU_CRD,239,237,1,0.11111111111111112,0.24030669106373087,2.5140901604590224
TMU_CRD,239,237,1,0.12121212121212122,0.25132574144830216,2.3469396384972745
TMU_CRD,239,237,1,0.13131313131313133,0.2582008634025525,2.1742109748313663
TMU_CRD,239,237,1,0.14141414141414144,0.2619309665588036,2.0024168373428552
TMU_CRD,239,237,1,0.15151515151515152,0.2634411794826076,1.8386531233812202
TMU_CRD,239,237,1,0.16161616161616163,0.2633815151904006,1.689202455220009
TMU_CRD,239,237,1,0.17171717171717174,0.26220658906784844,1.5588743736064672
TMU_CRD,239,237,1,0.18181818181818182,0.2603371101953075,1.450566480981476
TMU_CRD,239,237,1,0.19191919191919193,0.2581776981440339,1.3643723243240722
TMU_CRD,239,237,1,0.20202020202020204,0.2559004121984536,1.2978668907019497
TMU_CRD,239,237,1,0.21212121212121213,0.25317521752548505,1.2470064830244552
TMU_CRD,239,237,1,0.22222222222222224,0.24913243039404462,1.2067202094166918
TMU_CRD,239,237,1,0.23232323232323235,0.2427038037164283,1.1713323759707104
TMU_CRD,239,237,1,0.24242424242424243,0.2332914041154512,1.1358738137617388
TMU_CRD,239,237,1,0.25252525252525254,0.22129076664725245,1.096499380438755
TMU_CRD,239,237,1,0.26262626262626265,0.2081689212991025,1.0506796175385833
TMU_CRD,239,237,1,0.27272727272727276,0.19606510643953703,0.9977715133738764
TMU_CRD,239,237,1,0.2828282828282829,0.1870935122335174,0.9385149539885558
TMU_CRD,239,237,1,0.29292929292929293,0.18266674245881356,0.8747947207397568
TMU_CRD,239,237,1,0.30303030303030304,0.18308851355568545,0.8092932429267885
TMU_CRD,239,237,1,0.31313131313131315,0.1875518516017522,0.7449556206777947
TMU_CRD,239,237,1,0.32323232323232326,0.19442502397877395,0.6844432662041446
TMU_CRD,239,237,1,0.33333333333333337,0.20195986314471087,0.6299280910454746
TMU_CRD,239,237,1,0.3434343434343435,0.2088380689981909,0.5827768079318324
TMU_CRD,239,237,1,0.3535353535353536,0.2144445396928722,0.5434122148007243
TMU_CRD,239,237,1,0.36363636363636365,0.21876386175023468,0.5116073759600485
TMU_CRD,239,237,1,0.37373737373737376,0.22208568439562656,0.4866975159281796
TMU_CRD,239,237,1,0.38383838383838387,0.22482940619856084,0.46759020282011615
TMU_CRD,239,237,1,0.393939393939394,0.22765730724761646,0.4532169960330185
TMU_CRD,239,237,1,0.4040404040404041,0.23171779767567155,0.4427270243885851
TMU_CRD,239,237,1,0.4141414141414142,0.2387087399418583,0.4356138884193806
TMU_CRD,239,237,1,0.42424242424242425,0.2505659714631858,0.43158686361569704
TMU_CRD,239,237,1,0.43434343434343436,0.26884377399015286,0.43067382342562627
TMU_CRD,239,237,1,0.4444444444444445,0.2941103345642657,0.43306161711603586
TMU_CRD,239,237,1,0.4545454545454546,0.32570969417286877,0.4389815226347331
TMU_CRD,239,237,1,0.4646464646464647,0.36205416297577836,0.44843127677965894
TMU_CRD,239,237,1,0.4747474747474748,0.40125023385255304,0.461243152513782
TMU_CRD,239,237,1,0.48484848484848486,0.441753697540248,0.47701223853806063
TMU_CRD,239,237,1,0.494949494949495,0.4826205545173839,0.49506518844495645
TMU_CRD,239,237,1,0.5050505050505051,0.52320882081342035,0.5145219544613364
TMU_CRD,239,237,1,0.5151515151515152,0.5626893124166209,0.5344454914052523
TMU_CRD,239,237,1,0.5252525252525253,0.5997878124999558,0.5538699576983283
TMU_CRD,239,237,1,0.5353535353535354,0.6330073605153107,0.571881101020097
TMU_CRD,239,237,1,0.5454545454545455,0.661151110499264,0.587696814358217
TMU_CRD,239,237,1,0.5555555555555556,0.6838438134865342,0.6006582452777224
TMU_CRD,239,237,1,0.5656565656565657,0.7015371927743632,0.610179453589729
TMU_CRD,239,237,1,0.5757575757575758,0.7151052112434912,0.6159065490780604
TMU_CRD,239,237,1,0.5858585858585859,0.7254147469367024,0.6175837873379004
TMU_CRD,239,237,1,0.595959595959596,0.7331345926730732,0.6150503332695527
TMU_CRD,239,237,1,0.6060606060606061,0.738895883321572,0.6081937912385694
TMU_CRD,239,237,1,0.6161616161616162,0.7436525828346163,0.5971783460482107
TMU_CRD,239,237,1,0.6262626262626263,0.7490206184507515,0.5822507780230576
TMU_CRD,239,237,1,0.6363636363636365,0.7573945967472867,0.5638369974940566
TMU_CRD,239,237,1,0.6464646464646465,0.7718162648398664,0.5426069083257162
TMU_CRD,239,237,1,0.6565656565656566,0.7956200565980922,0.5195145471534973
TMU_CRD,239,237,1,0.6666666666666667,0.8317788432842586,0.49564873184589164
TMU_CRD,239,237,1,0.6767676767676768,0.8820729427042964,0.47221031565048527
TMU_CRD,239,237,1,0.686868686868687,0.9464811548695607,0.45039144249683144
TMU_CRD,239,237,1,0.696969696969697,1.023318804041762,0.43118675135354123
TMU_CRD,239,237,1,0.7070707070707072,1.1103318832367557,0.41533161241824146
TMU_CRD,239,237,1,0.7171717171717172,1.2060935588247876,0.40328605144999685
TMU_CRD,239,237,1,0.7272727272727273,1.3114352387036523,0.39504924350547366
TMU_CRD,239,237,1,0.7373737373737375,1.4296610903584632,0.3902885159074431
TMU_CRD,239,237,1,0.7474747474747475,1.565865970124786,0.3883870398285448
TMU_CRD,239,237,1,0.7575757575757577,1.7254581370371138,0.3884931130226506
TMU_CRD,239,237,1,0.7676767676767677,1.9120794518920363,0.3894832874896508
TMU_CRD,239,237,1,0.7777777777777778,2.125292154368331,0.3901723486820507
TMU_CRD,239,237,1,0.787878787878788,2.35849402234977,0.3893314491053705
TMU_CRD,239,237,1,0.797979797979798,2.598342134015276,0.3857555088321199
TMU_CRD,239,237,1,0.8080808080808082,2.8266029290942267,0.37851067087253343
TMU_CRD,239,237,1,0.8181818181818182,3.022937856793408,0.36693487486634746
TMU_CRD,239,237,1,0.8282828282828284,3.1680692826392307,0.3507034868147117
TMU_CRD,239,237,1,0.8383838383838385,3.246343168029056,0.32995156300832124
TMU_CRD,239,237,1,0.8484848484848485,3.2478072492540844,0.30527810759552276
TMU_CRD,239,237,1,0.8585858585858587,3.170083202978856,0.2775523759129614
TMU_CRD,239,237,1,0.8686868686868687,3.0213662522283267,0.2478416190826792
TMU_CRD,239,237,1,0.8787878787878789,2.8209250334311053,0.21734354761440827
TMU_CRD,239,237,1,0.888888888888889,2.5965574036795154,0.18717110850374
TMU_CRD,239,237,1,0.8989898989898991,2.380009005922698,0.15827714849799904
TMU_CRD,239,237,1,0.9090909090909092,2.2010907717318386,0.13145430342328168
TMU_CRD,239,237,1,0.9191919191919192,2.082919373900124,0.10719498251224541
TMU_CRD,239,237,1,0.9292929292929294,2.0387920571583935,0.08578555709399333
TMU_CRD,239,237,1,0.9393939393939394,2.0696221514584296,0.06733560103313325
TMU_CRD,239,237,1,0.9494949494949496,2.158618474472996,0.05183373612205806
TMU_CRD,239,237,1,0.9595959595959597,2.269533929097953,0.039063119662522884
TMU_CRD,239,237,1,0.9696969696969697,2.3496878015252105,0.028780920084122332
TMU_CRD,239,237,1,0.9797979797979799,2.3427359628723528,0.020710881633081595
TMU_CRD,239,237,1,0.98989898989899,2.208920001815242,0.014543260802251072
TMU_CRD,239,237,1,1,1.9430393518517914,0.009937870585942409
